BP1,AY275441.1_Skistodiaptomus_pygmaeus,97.568,658,16,0,12,669,1,658,0.0,1119
BP1,AY275441.1_Skistodiaptomus_pygmaeus,100.000,12,0,0,65,76,65,54,5.7,22.9
BP1,EU582604.1_Skistodiaptomus_pygmaeus,92.857,658,47,0,12,669,1,658,0.0,979
BP1,EU582604.1_Skistodiaptomus_pygmaeus,85.000,20,3,0,364,383,291,272,5.7,23.8
BP1,EU582604.1_Skistodiaptomus_pygmaeus,100.000,12,0,0,65,76,65,54,5.7,22.9
BP1,EU582604.1_Skistodiaptomus_pygmaeus,100.000,12,0,0,666,677,256,267,5.7,22.9
BP1,EU582605.1_Skistodiaptomus_pygmaeus,92.553,658,49,0,12,669,1,658,0.0,970
BP1,EU582605.1_Skistodiaptomus_pygmaeus,85.000,20,3,0,364,383,291,272,5.7,23.8
BP1,EU582605.1_Skistodiaptomus_pygmaeus,100.000,12,0,0,65,76,65,54,5.7,22.9
BP1,EU582605.1_Skistodiaptomus_pygmaeus,100.000,12,0,0,666,677,256,267,5.7,22.9
BP1,EU582606.1_Skistodiaptomus_pygmaeus,92.249,658,51,0,12,669,1,658,0.0,961
BP1,EU582606.1_Skistodiaptomus_pygmaeus,85.000,20,3,0,364,383,291,272,5.7,23.8
BP1,EU582606.1_Skistodiaptomus_pygmaeus,100.000,12,0,0,65,76,65,54,5.7,22.9
BP1,EU582606.1_Skistodiaptomus_pygmaeus,100.000,12,0,0,666,677,256,267,5.7,22.9
BP1,EU582607.1_Skistodiaptomus_pygmaeus,92.249,658,51,0,12,669,1,658,0.0,961
BP1,EU582607.1_Skistodiaptomus_pygmaeus,85.000,20,3,0,364,383,291,272,5.7,23.8
BP1,EU582607.1_Skistodiaptomus_pygmaeus,100.000,12,0,0,65,76,65,54,5.7,22.9
BP1,EU582607.1_Skistodiaptomus_pygmaeus,100.000,12,0,0,666,677,256,267,5.7,22.9
BP1,EU582609.1_Skistodiaptomus_pygmaeus,91.793,658,54,0,12,669,1,658,0.0,948
BP1,EU582609.1_Skistodiaptomus_pygmaeus,85.000,20,3,0,364,383,291,272,5.7,23.8
BP1,EU582609.1_Skistodiaptomus_pygmaeus,100.000,12,0,0,65,76,65,54,5.7,22.9
BP1,EU582609.1_Skistodiaptomus_pygmaeus,100.000,12,0,0,666,677,256,267,5.7,22.9
BP1,EU582603.1_Skistodiaptomus_pygmaeus,91.641,658,55,0,12,669,1,658,0.0,943
BP1,EU582603.1_Skistodiaptomus_pygmaeus,85.000,20,3,0,364,383,291,272,5.7,23.8
BP1,EU582603.1_Skistodiaptomus_pygmaeus,100.000,12,0,0,65,76,65,54,5.7,22.9
BP1,EU582608.1_Skistodiaptomus_pygmaeus,91.641,658,55,0,12,669,1,658,0.0,943
BP1,EU582608.1_Skistodiaptomus_pygmaeus,100.000,12,0,0,65,76,65,54,5.7,22.9
BP1,EU582608.1_Skistodiaptomus_pygmaeus,100.000,12,0,0,666,677,256,267,5.7,22.9
BP1,EU582594.1_Skistodiaptomus_pallidus,84.074,653,104,0,17,669,6,658,0.0,713
BP1,EU582594.1_Skistodiaptomus_pallidus,100.000,12,0,0,65,76,65,54,5.7,22.9
BP1,EU582594.1_Skistodiaptomus_pallidus,100.000,12,0,0,666,677,256,267,5.7,22.9
BP1,EU825130.1_Skistodiaptomus_pallidus,84.409,635,99,0,40,674,1,635,0.0,703
BP1,EU825130.1_Skistodiaptomus_pallidus,100.000,12,0,0,65,76,37,26,5.7,22.9
BP1,EU825130.1_Skistodiaptomus_pallidus,100.000,12,0,0,666,677,228,239,5.7,22.9
BP1,EU582578.1_Skistodiaptomus_carolinensis,83.614,653,107,0,17,669,6,658,0.0,700
BP1,EU582578.1_Skistodiaptomus_carolinensis,93.333,15,1,0,62,76,68,54,5.7,23.8
BP1,EU582578.1_Skistodiaptomus_carolinensis,85.000,20,3,0,649,668,74,55,5.7,23.8
BP1,EU582578.1_Skistodiaptomus_carolinensis,100.000,12,0,0,666,677,256,267,5.7,22.9
BP1,EU825119.1_Skistodiaptomus_pallidus,84.252,635,100,0,40,674,1,635,0.0,699
BP1,EU825119.1_Skistodiaptomus_pallidus,100.000,12,0,0,65,76,37,26,5.7,22.9
BP1,EU825119.1_Skistodiaptomus_pallidus,100.000,12,0,0,666,677,228,239,5.7,22.9
BP1,EU825121.1_Skistodiaptomus_pallidus,84.252,635,100,0,40,674,1,635,0.0,699
BP1,EU825121.1_Skistodiaptomus_pallidus,100.000,12,0,0,65,76,37,26,5.7,22.9
BP1,EU825121.1_Skistodiaptomus_pallidus,100.000,12,0,0,666,677,228,239,5.7,22.9
BP1,EU825129.1_Skistodiaptomus_pallidus,84.252,635,100,0,40,674,1,635,0.0,699
BP1,EU825129.1_Skistodiaptomus_pallidus,100.000,12,0,0,65,76,37,26,5.7,22.9
BP1,EU825129.1_Skistodiaptomus_pallidus,100.000,12,0,0,666,677,228,239,5.7,22.9
BP1,EU825132.1_Skistodiaptomus_pallidus,84.252,635,100,0,40,674,1,635,0.0,699
BP1,EU825132.1_Skistodiaptomus_pallidus,100.000,12,0,0,65,76,37,26,5.7,22.9
BP1,EU825132.1_Skistodiaptomus_pallidus,100.000,12,0,0,666,677,228,239,5.7,22.9
BP1,EU825131.1_Skistodiaptomus_pallidus,84.252,635,100,0,40,674,1,635,0.0,699
BP1,EU825131.1_Skistodiaptomus_pallidus,100.000,12,0,0,65,76,37,26,5.7,22.9
BP1,EU825131.1_Skistodiaptomus_pallidus,100.000,12,0,0,666,677,228,239,5.7,22.9
BP1,EU582595.1_Skistodiaptomus_pallidus,83.461,653,108,0,17,669,6,658,0.0,695
BP1,EU582595.1_Skistodiaptomus_pallidus,100.000,12,0,0,65,76,65,54,5.7,22.9
BP1,EU582595.1_Skistodiaptomus_pallidus,100.000,12,0,0,666,677,256,267,5.7,22.9
BP1,EU825120.1_Skistodiaptomus_pallidus,84.094,635,101,0,40,674,1,635,0.0,694
BP1,EU825120.1_Skistodiaptomus_pallidus,100.000,12,0,0,65,76,37,26,5.7,22.9
BP1,EU825120.1_Skistodiaptomus_pallidus,100.000,12,0,0,666,677,228,239,5.7,22.9
BP1,OP830237.1_Skistodiaptomus_reighardi,82.542,653,114,0,17,669,6,658,0.0,668
BP1,OP830237.1_Skistodiaptomus_reighardi,100.000,12,0,0,65,76,65,54,5.7,22.9
